time;created;id;aircraft;position;vel;status
1703096295684161;1703096295683959;0x1b7a7263;wt4;[0, 770];0;OK
1703096295782902;1703096295782804;0xb597fcee;wt4;[0, 770];0;OK
1703096295874947;1703096295874800;0x7e7350b7;wt4;[0, 770];0;OK
1703096295975332;1703096295975090;0x350d7055;wt4;[0, 770];0;OK
1703096296077399;1703096296077156;0x47871a2c;wt4;[0, 770];0;OK
1703096296185837;1703096296185698;0xdfa6cb07;wt4;[0, 770];0;OK
1703096296286491;1703096296286303;0x9dd42e4f;wt4;[0, 770];0;OK
1703096296374797;1703096296374717;0x1fbadb12;wt4;[0, 770];0;OK
1703096296477817;1703096296477708;0xb4efc0ba;wt4;[0, 770];0;OK
1703096296574723;1703096296574608;0x7ef0a26e;wt4;[0, 770];0;OK
1703096296674603;1703096296674481;0x24a1a045;wt4;[0, 770];0;OK
1703096296775267;1703096296775062;0x50fa545a;wt4;[0, 770];0;OK
1703096296875717;1703096296875529;0x6748b993;wt4;[0, 770];0;OK
1703096296979868;1703096296979666;0x50539e5d;wt4;[0, 770];0;OK
1703096297075254;1703096297075122;0x41e9b70d;wt4;[0, 770];0;OK
1703096297175056;1703096297174918;0x17806e7a;wt4;[0, 770];0;OK
1703096297275792;1703096297275616;0xe3e8dd8d;wt4;[0, 770];0;OK
1703096297374978;1703096297374871;0x70d33b6f;wt4;[0, 770];0;OK
1703096297475184;1703096297475025;0x8909bd91;wt4;[0, 770];0;OK
1703096297575135;1703096297575028;0x2b16a145;wt4;[0, 770];0;OK
1703096297675030;1703096297674909;0x7890fdc2;wt4;[0, 770];0;OK
1703096297775518;1703096297775317;0xc4b587de;wt4;[0, 770];0;OK
1703096297874925;1703096297874808;0xcd972329;wt4;[0, 770];0;OK
1703096297975076;1703096297974868;0x6b957525;wt4;[0, 770];0;OK
1703096298075353;1703096298074988;0x7c370d85;wt4;[0, 770];0;OK
1703096298175342;1703096298175206;0x7c7c2ffa;wt4;[0, 770];0;OK
1703096298274833;1703096298274719;0xbee6efd1;wt4;[0, 770];0;OK
1703096298375482;1703096298375314;0xca648b63;wt4;[0, 770];0;OK
1703096298474904;1703096298474787;0x9d8b93f7;wt4;[0, 770];0;OK
1703096298574524;1703096298574443;0x3b658999;wt4;[0, 770];0;OK
1703096298675714;1703096298675532;0x4ae65bf;wt4;[0, 770];0;OK
1703096298775541;1703096298775352;0xbba167bf;wt4;[0, 770];0;OK
1703096298876727;1703096298876144;0x562570f1;wt4;[0, 770];0;OK
1703096298975513;1703096298975351;0xe1853fea;wt4;[0, 770];0;OK
1703096299076147;1703096299075970;0x31d93bd6;wt4;[0, 770];0;OK
1703096299174937;1703096299174824;0x92a29fda;wt4;[0, 770];0;OK
1703096299274972;1703096299274767;0x36f32d1a;wt4;[0, 770];0;OK
1703096299374956;1703096299374724;0x539cdcc7;wt4;[0, 770];0;OK
1703096299475785;1703096299475594;0xb4b0b450;wt4;[0, 770];0;OK
1703096299575343;1703096299575151;0x6a8f4c78;wt4;[0, 770];0;OK
1703096299675779;1703096299675582;0x6704df74;wt4;[0, 770];0;OK
1703096299774957;1703096299774841;0x6c4100d0;wt4;[0, 770];0;OK
1703096299874677;1703096299874541;0x2dbe522a;wt4;[0, 770];0;OK
1703096299979562;1703096299979230;0xd72b0837;wt4;[0, 770];0;OK
1703096300076144;1703096300075802;0xa9592793;wt4;[0, 770];0;OK
1703096300175295;1703096300175116;0x14b71fff;wt4;[0, 770];0;OK
1703096300275411;1703096300275231;0xc49b466e;wt4;[0, 770];0;OK
1703096300380293;1703096300379904;0xbe89ff8b;wt4;[0, 770];0;OK
1703096300475392;1703096300475155;0xf7f592e3;wt4;[0, 770];0;OK
1703096300575937;1703096300575773;0x865c759c;wt4;[0, 770];0;OK
1703096300675177;1703096300674948;0x4a8fa04a;wt4;[0, 770];0;OK
1703096300775521;1703096300775404;0xfe1c3bd3;wt4;[0, 770];0;OK
1703096300874910;1703096300874747;0x8666f395;wt4;[0, 770];0;OK
1703096300974889;1703096300974722;0xf394210a;wt4;[0, 770];0;OK
1703096301075671;1703096301075502;0x6ba612ee;wt4;[0, 770];0;OK
1703096301175570;1703096301175335;0xad654e3a;wt4;[0, 770];0;OK
1703096301275539;1703096301275333;0x691a7b87;wt4;[0, 770];0;OK
1703096301374854;1703096301374690;0xd02465d0;wt4;[0, 770];0;OK
1703096301490778;1703096301490626;0x28f61b25;wt4;[0, 770];0;OK
1703096301576312;1703096301576160;0x5414595e;wt4;[0, 770];0;OK
1703096301675023;1703096301674904;0xc3465873;wt4;[0, 770];0;OK
1703096301775403;1703096301775214;0xf9f74535;wt4;[0, 770];0;OK
1703096301874930;1703096301874766;0xb9310c13;wt4;[0, 770];0;OK
1703096301975189;1703096301974855;0x201715cb;wt4;[0, 770];0;OK
1703096302075085;1703096302074847;0xdb245182;wt4;[0, 770];0;OK
1703096302175125;1703096302174928;0x61dc16ef;wt4;[0, 770];0;OK
1703096302275203;1703096302275000;0x8d29fbd;wt4;[0, 770];0;OK
1703096302375995;1703096302375784;0x19fccd3f;wt4;[0, 770];0;OK
1703096302475832;1703096302475477;0x25bbb312;wt4;[0, 770];0;OK
1703096302579159;1703096302578700;0x40fb7b6f;wt4;[0, 770];0;OK
1703096302675006;1703096302674903;0x1ea397d5;wt4;[0, 770];0;OK
1703096302775190;1703096302775035;0x85ca6778;wt4;[0, 770];0;OK
1703096302875070;1703096302874937;0xa601f978;wt4;[0, 770];0;OK
1703096302975590;1703096302975405;0x56d78bd5;wt4;[0, 770];0;OK
1703096303074988;1703096303074857;0x80dc83f0;wt4;[0, 770];0;OK
1703096303175105;1703096303174975;0x4f3aa197;wt4;[0, 770];0;OK
1703096303274878;1703096303274766;0x494f765c;wt4;[0, 770];0;OK
1703096303375960;1703096303375674;0x31790d34;wt4;[0, 770];0;OK
1703096303475381;1703096303475160;0x97d455d1;wt4;[0, 770];0;OK
1703096303576071;1703096303575854;0xeb208e7c;wt4;[0, 770];0;OK
1703096303675826;1703096303675571;0x5181fe2;wt4;[0, 770];0;OK
1703096303775193;1703096303775096;0x9a0d7c3b;wt4;[0, 770];0;OK
1703096303875256;1703096303875115;0xd06c2e5b;wt4;[0, 770];0;OK
1703096303976118;1703096303975679;0x13eb5570;wt4;[0, 770];0;OK
1703096304075899;1703096304075738;0x28b13615;wt4;[0, 770];0;OK
1703096304175208;1703096304175078;0xf864b7b3;wt4;[0, 770];0;OK
1703096304275164;1703096304275010;0xb7ff984f;wt4;[0, 770];0;OK
1703096304374971;1703096304374814;0x9d21bfc4;wt4;[0, 770];0;OK
1703096304474952;1703096304474830;0xde7d6d9d;wt4;[0, 770];0;OK
1703096304575460;1703096304575273;0x1bfc7395;wt4;[0, 770];0;OK
1703096304674740;1703096304674633;0x9d212601;wt4;[0, 770];0;OK
1703096304777516;1703096304776471;0x97d6aa9b;wt4;[0, 770];0;OK
1703096304876592;1703096304876044;0xa22aa23;wt4;[0, 770];0;OK
1703096304975466;1703096304975384;0x4c74f158;wt4;[0, 770];0;OK
1703096305075590;1703096305075415;0xa5faab7c;wt4;[0, 770];0;OK
1703096305175206;1703096305175050;0x39243931;wt4;[0, 770];0;OK
1703096305275328;1703096305275165;0xa57bef1b;wt4;[0, 770];0;OK
1703096305375341;1703096305375179;0xda77dc1;wt4;[0, 770];0;OK
