time;created;id;aircraft;position;vel;status
1703094487695809;1703094487695645;0xfd222cc5;wt7;[0, 1540];0;OK
1703094487801190;1703094487796936;0x57648c00;wt7;[0, 1540];0;OK
1703094487912097;1703094487911945;0x696d0360;wt7;[0, 1540];0;OK
1703094487995167;1703094487995084;0x6aac55e;wt7;[0, 1540];0;OK
1703094488095177;1703094488095083;0xf1541e25;wt7;[0, 1540];0;OK
1703094488195771;1703094488195670;0x4898206d;wt7;[0, 1540];0;OK
1703094488295993;1703094488295840;0x6263f1e0;wt7;[0, 1540];0;OK
1703094488396105;1703094488395845;0xf6e78b41;wt7;[0, 1540];0;OK
1703094488495833;1703094488495712;0xd3b82cfc;wt7;[0, 1540];0;OK
1703094488597766;1703094488597553;0x8a8d1075;wt7;[0, 1540];0;OK
1703094488695844;1703094488695742;0x76ab1ea2;wt7;[0, 1540];0;OK
1703094488795863;1703094488795718;0x58ff5b57;wt7;[0, 1540];0;OK
1703094488896026;1703094488895840;0x8fc3b492;wt7;[0, 1540];0;OK
1703094488998934;1703094488998755;0x8bd26dcd;wt7;[0, 1540];0;OK
1703094489096775;1703094489096426;0xde82a993;wt7;[0, 1540];0;OK
1703094489196339;1703094489196208;0xf703c8f5;wt7;[0, 1540];0;OK
1703094489296187;1703094489296040;0x17a0766c;wt7;[0, 1540];0;OK
1703094489395567;1703094489395482;0x2c7f76de;wt7;[0, 1540];0;OK
1703094489496395;1703094489496190;0x6243440d;wt7;[0, 1540];0;OK
1703094489595849;1703094489595763;0xd95b1569;wt7;[0, 1540];0;OK
1703094489696207;1703094489696071;0x94ea9ace;wt7;[0, 1540];0;OK
1703094489795880;1703094489795654;0x6dd779e0;wt7;[0, 1540];0;OK
1703094489895515;1703094489895369;0x9730e054;wt7;[0, 1540];0;OK
1703094489995549;1703094489995449;0x9f0b3522;wt7;[0, 1540];0;OK
1703094490095845;1703094490095663;0xd56195c1;wt7;[0, 1540];0;OK
1703094490196115;1703094490195915;0x8d3ff9df;wt7;[0, 1540];0;OK
1703094490298021;1703094490297719;0x78ff599;wt7;[0, 1540];0;OK
1703094490396614;1703094490396398;0x38ae26e1;wt7;[0, 1540];0;OK
