time;created;id;aircraft;position;vel;status
1703094487990991;1703094487990840;0x3a52a58d;wt3;[1540, 0];0;OK
1703094488091313;1703094488091233;0x39aeece6;wt3;[1540, 0];0;OK
1703094488189093;1703094488188989;0xc879624;wt3;[1540, 0];0;OK
1703094488290153;1703094488290000;0xbd8eb8c3;wt3;[1540, 0];0;OK
1703094488390019;1703094488389693;0x3c4e9783;wt3;[1540, 0];0;OK
1703094488489556;1703094488489413;0xace4f38;wt3;[1540, 0];0;OK
1703094488590948;1703094488590374;0xfc1a659;wt3;[1540, 0];0;OK
1703094488689200;1703094488689062;0xb303f8b6;wt3;[1540, 0];0;OK
1703094488790459;1703094488790195;0x7d8669a9;wt3;[1540, 0];0;OK
1703094488889701;1703094488889534;0xe0e9b046;wt3;[1540, 0];0;OK
1703094488991939;1703094488991791;0x2b242910;wt3;[1540, 0];0;OK
1703094489089837;1703094489089666;0x8283e66d;wt3;[1540, 0];0;OK
1703094489189123;1703094489189034;0x61e4dbae;wt3;[1540, 0];0;OK
1703094489289369;1703094489289123;0x5fbf10ca;wt3;[1540, 0];0;OK
1703094489389232;1703094489389118;0x61d51acd;wt3;[1540, 0];0;OK
1703094489491018;1703094489490561;0x3519bee3;wt3;[1540, 0];0;OK
1703094489590083;1703094489589949;0x9ff28a76;wt3;[1540, 0];0;OK
1703094489690074;1703094489689933;0xc16456da;wt3;[1540, 0];0;OK
1703094489789790;1703094489789548;0x6d24f195;wt3;[1540, 0];0;OK
1703094489889337;1703094489889217;0x87b1cdf0;wt3;[1540, 0];0;OK
1703094489989120;1703094489988977;0xeccaee37;wt3;[1540, 0];0;OK
1703094490089576;1703094490089410;0x9e1f648e;wt3;[1540, 0];0;OK
1703094490191316;1703094490190950;0xf9fb6023;wt3;[1540, 0];0;OK
1703094490291689;1703094490291067;0x3dd05ee3;wt3;[1540, 0];0;OK
1703094490390016;1703094490389844;0xff428506;wt3;[1540, 0];0;OK
1703094490489024;1703094490488920;0xa196b3e4;wt3;[1540, 0];0;OK
1703094490589011;1703094490588911;0x671f4d05;wt3;[1540, 0];0;OK
1703094490690106;1703094490689810;0x9ea916c8;wt3;[1540, 0];0;OK
1703094490791155;1703094490790609;0x1f7c3bcc;wt3;[1540, 0];0;OK
1703094490889398;1703094490889269;0xca0c82ea;wt3;[1540, 0];0;OK
1703094490993966;1703094490993794;0x16d6e67e;wt3;[1540, 0];0;OK
1703094491089815;1703094491089643;0xf7ae6fb1;wt3;[1540, 0];0;OK
1703094491191426;1703094491191119;0x3b630fcf;wt3;[1540, 0];0;OK
1703094491289791;1703094491289690;0xb10a50ed;wt3;[1540, 0];0;OK
1703094491389016;1703094491388938;0x99d4bd31;wt3;[1540, 0];0;OK
1703094491489249;1703094491489105;0xa53511f3;wt3;[1540, 0];0;OK
1703094491589089;1703094491588959;0xcbe601f2;wt3;[1540, 0];0;OK
1703094491689039;1703094491688901;0x139fa96d;wt3;[1540, 0];0;OK
1703094491789495;1703094491789325;0xef1fe7fd;wt3;[1540, 0];0;OK
1703094491889041;1703094491888938;0x1c32bff9;wt3;[1540, 0];0;OK
1703094491989107;1703094491988976;0x40690746;wt3;[1540, 0];0;OK
1703094492091537;1703094492091214;0x3ec01f20;wt3;[1540, 0];0;OK
