time;created;id;aircraft;position;vel;status
1703094487286802;1703094487286684;0x2bef70c0;wt2;[770, 0];0;OK
1703094487388158;1703094487387933;0x22121e94;wt2;[770, 0];0;OK
1703094487493348;1703094487492531;0x5d696cb3;wt2;[770, 0];0;OK
1703094487587482;1703094487587387;0x459619e;wt2;[770, 0];0;OK
1703094487687083;1703094487686840;0xc80960a0;wt2;[770, 0];0;OK
1703094487787218;1703094487787033;0x3ce4bfa8;wt2;[770, 0];0;OK
1703094487890151;1703094487890027;0x64e235be;wt2;[770, 0];0;OK
1703094487986982;1703094487986858;0xff7e51e2;wt2;[770, 0];0;OK
1703094488086555;1703094488086467;0xf2c44c70;wt2;[770, 0];0;OK
1703094488186646;1703094488186421;0x67eece80;wt2;[770, 0];0;OK
1703094488287126;1703094488286778;0x2fcda32d;wt2;[770, 0];0;OK
1703094488387288;1703094488386983;0x1efdb8ee;wt2;[770, 0];0;OK
1703094488486910;1703094488486713;0xf98614dd;wt2;[770, 0];0;OK
1703094488590201;1703094488589583;0x82e9c0cd;wt2;[770, 0];0;OK
1703094488686600;1703094488686481;0xcf82660a;wt2;[770, 0];0;OK
1703094488789938;1703094488789599;0x32d9360a;wt2;[770, 0];0;OK
1703094488888093;1703094488887892;0xcbc4ac6b;wt2;[770, 0];0;OK
1703094488990316;1703094488990124;0xea6c0577;wt2;[770, 0];0;OK
1703094489087875;1703094489087552;0xb625e2f8;wt2;[770, 0];0;OK
1703094489187227;1703094489187107;0x9cc4bb29;wt2;[770, 0];0;OK
1703094489287435;1703094489287277;0x2fc2aa9a;wt2;[770, 0];0;OK
1703094489386716;1703094489386448;0x3c398d54;wt2;[770, 0];0;OK
1703094489488433;1703094489488189;0x331c8db8;wt2;[770, 0];0;OK
1703094489589247;1703094489589070;0xf11ebe70;wt2;[770, 0];0;OK
1703094489686682;1703094489686539;0xe66d51e1;wt2;[770, 0];0;OK
1703094489786926;1703094489786748;0x9e5c3445;wt2;[770, 0];0;OK
1703094489886734;1703094489886558;0x6f715f9b;wt2;[770, 0];0;OK
1703094489986683;1703094489986484;0xbdd90ff5;wt2;[770, 0];0;OK
1703094490086969;1703094490086791;0xe119e185;wt2;[770, 0];0;OK
1703094490189475;1703094490188235;0xb8d25427;wt2;[770, 0];0;OK
1703094490291629;1703094490290984;0x42d90129;wt2;[770, 0];0;OK
1703094490389494;1703094490389314;0xb971dc96;wt2;[770, 0];0;OK
1703094490486592;1703094490486477;0x1c939876;wt2;[770, 0];0;OK
1703094490586397;1703094490586280;0x3b40787;wt2;[770, 0];0;OK
1703094490687504;1703094490687118;0x8045cf12;wt2;[770, 0];0;OK
1703094490787916;1703094490787627;0x516d949;wt2;[770, 0];0;OK
1703094490886938;1703094490886821;0x2e7d8894;wt2;[770, 0];0;OK
1703094490995332;1703094490995157;0x9ac0a61a;wt2;[770, 0];0;OK
1703094491095449;1703094491095316;0xc2f5fd23;wt2;[770, 0];0;OK
1703094491190297;1703094491189957;0x624af010;wt2;[770, 0];0;OK
1703094491287253;1703094491287112;0x5e603f7a;wt2;[770, 0];0;OK
