time;created;id;aircraft;position;vel;status
1703097255372706;1703097255372449;0xc7a6a2ea;wt9;[1540, 1540];0;OK
1703097255468832;1703097255468734;0x71a8bf98;wt9;[1540, 1540];0;OK
1703097255568288;1703097255567831;0x2c5dc5d8;wt9;[1540, 1540];0;OK
1703097255663935;1703097255663820;0xf78b6a5;wt9;[1540, 1540];0;OK
1703097255764703;1703097255763143;0x1e14b8b1;wt9;[1540, 1540];0;OK
1703097255862724;1703097255862642;0x2f478876;wt9;[1540, 1540];0;OK
1703097255964686;1703097255964340;0x2fd0726a;wt9;[1540, 1540];0;OK
1703097256077406;1703097256077226;0xddf9af4c;wt9;[1540, 1540];0;OK
1703097256165237;1703097256165099;0xfd8979f3;wt9;[1540, 1540];0;OK
1703097256263024;1703097256262746;0xea04b131;wt9;[1540, 1540];0;OK
1703097256363274;1703097256363111;0xf03e59a;wt9;[1540, 1540];0;OK
1703097256464629;1703097256464277;0x16a42121;wt9;[1540, 1540];0;OK
1703097256563589;1703097256563475;0x404b9dfd;wt9;[1540, 1540];0;OK
1703097256664051;1703097256663784;0x658e3171;wt9;[1540, 1540];0;OK
1703097256763561;1703097256763415;0x407dbbdf;wt9;[1540, 1540];0;OK
1703097256863326;1703097256863103;0xf67f1887;wt9;[1540, 1540];0;OK
1703097256963303;1703097256963118;0x5d6ca7c;wt9;[1540, 1540];0;OK
1703097257065132;1703097257064793;0xdd2f5085;wt9;[1540, 1540];0;OK
1703097257163901;1703097257163742;0xa4c36f85;wt9;[1540, 1540];0;OK
1703097257263692;1703097257263510;0xdee2d607;wt9;[1540, 1540];0;OK
1703097257363366;1703097257363138;0x1692b81f;wt9;[1540, 1540];0;OK
1703097257464086;1703097257463867;0x1954eb65;wt9;[1540, 1540];0;OK
1703097257563582;1703097257563420;0xb74ec238;wt9;[1540, 1540];0;OK
1703097257664072;1703097257663785;0x883e6df3;wt9;[1540, 1540];0;OK
1703097257763769;1703097257763604;0x3bd3f0b6;wt9;[1540, 1540];0;OK
1703097257863682;1703097257863517;0x173ac890;wt9;[1540, 1540];0;OK
1703097257963662;1703097257963501;0xcc7cf01e;wt9;[1540, 1540];0;OK
1703097258063234;1703097258063136;0xf7c45b21;wt9;[1540, 1540];0;OK
1703097258163373;1703097258163208;0x4a09d4d1;wt9;[1540, 1540];0;OK
1703097258263960;1703097258263701;0x8ffa01f6;wt9;[1540, 1540];0;OK
1703097258363670;1703097258363477;0x119ede31;wt9;[1540, 1540];0;OK
1703097258463328;1703097258463102;0x9be62c;wt9;[1540, 1540];0;OK
1703097258566383;1703097258566190;0xca98823f;wt9;[1540, 1540];0;OK
1703097258663511;1703097258663220;0x393b8a96;wt9;[1540, 1540];0;OK
1703097258763541;1703097258763405;0xd3719412;wt9;[1540, 1540];0;OK
1703097258863193;1703097258863032;0xe5094e18;wt9;[1540, 1540];0;OK
1703097258963646;1703097258963477;0x1f977d78;wt9;[1540, 1540];0;OK
1703097259063317;1703097259063185;0x73b83e05;wt9;[1540, 1540];0;OK
1703097259163808;1703097259163574;0x459c1206;wt9;[1540, 1540];0;OK
1703097259264292;1703097259264045;0x3f1ca8a6;wt9;[1540, 1540];0;OK
1703097259364491;1703097259364314;0xc2e19bc;wt9;[1540, 1540];0;OK
1703097259463518;1703097259463298;0x8b5b9e6f;wt9;[1540, 1540];0;OK
1703097259563554;1703097259563226;0x2a5b8137;wt9;[1540, 1540];0;OK
1703097259663715;1703097259663463;0xf2a8acb4;wt9;[1540, 1540];0;OK
1703097259767025;1703097259766832;0x912bad2e;wt9;[1540, 1540];0;OK
1703097259863984;1703097259863800;0x677ae666;wt9;[1540, 1540];0;OK
1703097259963807;1703097259963631;0x6cd76180;wt9;[1540, 1540];0;OK
1703097260063264;1703097260063062;0x9891a3e1;wt9;[1540, 1540];0;OK
1703097260163484;1703097260163269;0x7c6be327;wt9;[1540, 1540];0;OK
1703097260264134;1703097260263757;0x588fac5;wt9;[1540, 1540];0;OK
1703097260363294;1703097260363191;0x30e2bbac;wt9;[1540, 1540];0;OK
1703097260463763;1703097260463578;0x196b0010;wt9;[1540, 1540];0;OK
1703097260563944;1703097260563756;0x65b6f20c;wt9;[1540, 1540];0;OK
