time;created;id;aircraft;position;vel;status
1703097255756720;1703097255756593;0xbc069bd7;wt2;[770, 0];0;OK
1703097255856843;1703097255856741;0x8cc9ef59;wt2;[770, 0];0;OK
1703097255953612;1703097255953273;0x47d4f61f;wt2;[770, 0];0;OK
1703097256054753;1703097256054629;0xdccb65f1;wt2;[770, 0];0;OK
1703097256153656;1703097256153533;0x9ff30724;wt2;[770, 0];0;OK
1703097256253493;1703097256253203;0x53f226b4;wt2;[770, 0];0;OK
1703097256351449;1703097256351318;0xf031623b;wt2;[770, 0];0;OK
1703097256453692;1703097256453017;0x380f5b73;wt2;[770, 0];0;OK
1703097256552194;1703097256551672;0x278fc688;wt2;[770, 0];0;OK
1703097256652894;1703097256652266;0x6247c1c1;wt2;[770, 0];0;OK
1703097256752474;1703097256752162;0x2e644282;wt2;[770, 0];0;OK
1703097256851902;1703097256851741;0x3bf55020;wt2;[770, 0];0;OK
1703097256951788;1703097256951626;0xb26c4d39;wt2;[770, 0];0;OK
1703097257054445;1703097257053946;0x14600b83;wt2;[770, 0];0;OK
1703097257152289;1703097257152119;0xd0ee21f9;wt2;[770, 0];0;OK
1703097257251519;1703097257251336;0xdac19b15;wt2;[770, 0];0;OK
1703097257352000;1703097257351689;0xca5ece54;wt2;[770, 0];0;OK
1703097257452154;1703097257451972;0x1b76dd98;wt2;[770, 0];0;OK
1703097257551929;1703097257551662;0xd84f9502;wt2;[770, 0];0;OK
1703097257652156;1703097257651844;0x6f7ee32a;wt2;[770, 0];0;OK
1703097257752344;1703097257752128;0x4cc203e2;wt2;[770, 0];0;OK
1703097257851874;1703097257851686;0x8722b555;wt2;[770, 0];0;OK
1703097257952041;1703097257951793;0xa6e65860;wt2;[770, 0];0;OK
1703097258053229;1703097258053081;0xbc284fd9;wt2;[770, 0];0;OK
1703097258151811;1703097258151622;0x23367fd3;wt2;[770, 0];0;OK
1703097258251978;1703097258251801;0x96a22717;wt2;[770, 0];0;OK
1703097258351734;1703097258351566;0xd47c1c35;wt2;[770, 0];0;OK
1703097258451880;1703097258451630;0xd9c7ada;wt2;[770, 0];0;OK
1703097258551648;1703097258551345;0x5a0ad74e;wt2;[770, 0];0;OK
1703097258651639;1703097258651415;0x35a27004;wt2;[770, 0];0;OK
1703097258751643;1703097258751426;0x51f8b5b3;wt2;[770, 0];0;OK
1703097258851487;1703097258851247;0xba0867d4;wt2;[770, 0];0;OK
1703097258952694;1703097258952156;0x1a8d491f;wt2;[770, 0];0;OK
1703097259051723;1703097259051566;0xb4c16699;wt2;[770, 0];0;OK
1703097259153092;1703097259152540;0xa1472c07;wt2;[770, 0];0;OK
