time;created;id;aircraft;position;vel;status
1703097254777425;1703097254777268;0xf03ec8d6;wt4;[0, 770];0;OK
1703097254876394;1703097254875797;0xe584d240;wt4;[0, 770];0;OK
1703097254976499;1703097254976175;0x57b92a09;wt4;[0, 770];0;OK
1703097255074043;1703097255073859;0x371d5cd1;wt4;[0, 770];0;OK
1703097255173890;1703097255173678;0x390edbf9;wt4;[0, 770];0;OK
1703097255282454;1703097255282328;0xb9a6e0e9;wt4;[0, 770];0;OK
1703097255381194;1703097255381092;0xa2298392;wt4;[0, 770];0;OK
1703097255473400;1703097255473332;0xfa03db3;wt4;[0, 770];0;OK
1703097255577347;1703097255577182;0x73492d27;wt4;[0, 770];0;OK
1703097255674508;1703097255674379;0xcb73a4d0;wt4;[0, 770];0;OK
1703097255773834;1703097255773716;0x221f0196;wt4;[0, 770];0;OK
1703097255873048;1703097255872976;0xa819bf6b;wt4;[0, 770];0;OK
1703097255975087;1703097255974434;0x420f3867;wt4;[0, 770];0;OK
1703097256077109;1703097256077003;0xdc2c84dd;wt4;[0, 770];0;OK
1703097256173274;1703097256173188;0x9a87d0d7;wt4;[0, 770];0;OK
1703097256273791;1703097256273651;0x5ec2e572;wt4;[0, 770];0;OK
1703097256374894;1703097256374438;0xe664e3db;wt4;[0, 770];0;OK
1703097256475342;1703097256475081;0x416f4441;wt4;[0, 770];0;OK
1703097256573680;1703097256573579;0x6fedbe77;wt4;[0, 770];0;OK
1703097256674011;1703097256673846;0x3bbfbf61;wt4;[0, 770];0;OK
1703097256773811;1703097256773689;0x56d90714;wt4;[0, 770];0;OK
1703097256873749;1703097256873619;0x80aec823;wt4;[0, 770];0;OK
1703097256973633;1703097256973432;0xc84fb69e;wt4;[0, 770];0;OK
1703097257075670;1703097257075343;0xa9356b4b;wt4;[0, 770];0;OK
1703097257174035;1703097257173908;0xa339f571;wt4;[0, 770];0;OK
1703097257274032;1703097257273839;0x1822d777;wt4;[0, 770];0;OK
1703097257373513;1703097257373388;0xa179f33f;wt4;[0, 770];0;OK
1703097257477742;1703097257477198;0x7be13ac0;wt4;[0, 770];0;OK
1703097257574939;1703097257574781;0x9364a8d7;wt4;[0, 770];0;OK
