time;created;id;aircraft;position;vel;status
1703095423539281;1703095423539149;0x6e2c747f;wt5;[770, 770];0;OK
1703095423639851;1703095423639741;0x1890fb96;wt5;[770, 770];0;OK
1703095423743083;1703095423742990;0x30deadac;wt5;[770, 770];0;OK
1703095423839867;1703095423839704;0x4365ccd;wt5;[770, 770];0;OK
1703095423939884;1703095423939684;0x712aa796;wt5;[770, 770];0;OK
1703095424044289;1703095424043929;0xde3e9761;wt5;[770, 770];0;OK
1703095424139127;1703095424139039;0x2c9557f5;wt5;[770, 770];0;OK
1703095424238604;1703095424238512;0x1a9e13dd;wt5;[770, 770];0;OK
1703095424340252;1703095424339968;0x4622eac2;wt5;[770, 770];0;OK
1703095424443389;1703095424443301;0x644b03db;wt5;[770, 770];0;OK
1703095424542925;1703095424542755;0x5dd7f873;wt5;[770, 770];0;OK
1703095424643207;1703095424643075;0xbcebed79;wt5;[770, 770];0;OK
1703095424739981;1703095424739813;0xff5f671c;wt5;[770, 770];0;OK
1703095424842737;1703095424842602;0x45b6a73e;wt5;[770, 770];0;OK
1703095424943034;1703095424942902;0xc3672d1d;wt5;[770, 770];0;OK
1703095425045936;1703095425045612;0x11229bf3;wt5;[770, 770];0;OK
1703095425143222;1703095425143140;0x836534c;wt5;[770, 770];0;OK
1703095425247741;1703095425247586;0x2559fa15;wt5;[770, 770];0;OK
1703095425339870;1703095425339713;0x88ebbbda;wt5;[770, 770];0;OK
1703095425440048;1703095425439879;0xeea4369e;wt5;[770, 770];0;OK
1703095425543186;1703095425543007;0xcd4d0a3d;wt5;[770, 770];0;OK
1703095425638650;1703095425638557;0xb2ff0d72;wt5;[770, 770];0;OK
1703095425740150;1703095425740023;0x2c66aa3f;wt5;[770, 770];0;OK
1703095425844200;1703095425844109;0x3796e487;wt5;[770, 770];0;OK
1703095425942431;1703095425942346;0x90d8889f;wt5;[770, 770];0;OK
1703095426040120;1703095426039945;0x33d377ed;wt5;[770, 770];0;OK
1703095426147480;1703095426147189;0xee11baf0;wt5;[770, 770];0;OK
1703095426243829;1703095426243748;0x4e381e74;wt5;[770, 770];0;OK
1703095426339862;1703095426339707;0xf90f96ec;wt5;[770, 770];0;OK
1703095426440289;1703095426440101;0xe6827205;wt5;[770, 770];0;OK
1703095426547096;1703095426546828;0x4b2dee6b;wt5;[770, 770];0;OK
1703095426642513;1703095426642311;0x3c3755e6;wt5;[770, 770];0;OK
1703095426739645;1703095426739544;0x44265398;wt5;[770, 770];0;OK
1703095426845472;1703095426845352;0xf31e442e;wt5;[770, 770];0;OK
1703095426946444;1703095426946237;0x1dc563d8;wt5;[770, 770];0;OK
1703095427043437;1703095427043303;0xda28c876;wt5;[770, 770];0;OK
1703095427155151;1703095427154298;0x68b40744;wt5;[770, 770];0;OK
1703095427245067;1703095427243639;0xe0784c24;wt5;[770, 770];0;OK
1703095427343641;1703095427342879;0x95cb3464;wt5;[770, 770];0;OK
1703095427446693;1703095427446304;0x35a3dadf;wt5;[770, 770];0;OK
1703095427544078;1703095427543939;0x66b4e64f;wt5;[770, 770];0;OK
1703095427661152;1703095427660615;0x578cd013;wt5;[770, 770];0;OK
1703095427745405;1703095427745281;0xb8f4b5b5;wt5;[770, 770];0;OK
1703095427850966;1703095427850714;0x8cbdaaa6;wt5;[770, 770];0;OK
1703095427940596;1703095427940229;0x2f7c7e06;wt5;[770, 770];0;OK
1703095428039067;1703095428038955;0x93e27c92;wt5;[770, 770];0;OK
1703095428140084;1703095428139835;0x6213a0ae;wt5;[770, 770];0;OK
1703095428244728;1703095428244374;0x873f3d10;wt5;[770, 770];0;OK
1703095428347175;1703095428347010;0xf722293f;wt5;[770, 770];0;OK
1703095428444003;1703095428443851;0x90023446;wt5;[770, 770];0;OK
1703095428544916;1703095428544713;0x5aabcfa5;wt5;[770, 770];0;OK
1703095428640287;1703095428640172;0x7f305bd1;wt5;[770, 770];0;OK
1703095428750503;1703095428750230;0x358188ab;wt5;[770, 770];0;OK
1703095428842735;1703095428842620;0xff895280;wt5;[770, 770];0;OK
1703095428941968;1703095428941784;0x9f47c725;wt5;[770, 770];0;OK
1703095429043536;1703095429043305;0xd098a1ae;wt5;[770, 770];0;OK
1703095429150721;1703095429150534;0xbf880f28;wt5;[770, 770];0;OK
1703095429256742;1703095429256435;0x90fd76d2;wt5;[770, 770];0;OK
1703095429346935;1703095429346815;0xf0ff900f;wt5;[770, 770];0;OK
1703095429440849;1703095429440741;0xbc3cc5f8;wt5;[770, 770];0;OK
1703095429540846;1703095429540669;0xac7a0014;wt5;[770, 770];0;OK
1703095429640139;1703095429639998;0x8f7ef05e;wt5;[770, 770];0;OK
1703095429747977;1703095429747848;0x95c174a5;wt5;[770, 770];0;OK
1703095429844859;1703095429844722;0xba32d11c;wt5;[770, 770];0;OK
1703095429939746;1703095429939604;0xb245ec2f;wt5;[770, 770];0;OK
1703095430044319;1703095430044187;0xe6283d48;wt5;[770, 770];0;OK
1703095430149311;1703095430148371;0x3b4539cb;wt5;[770, 770];0;OK
1703095430254776;1703095430254545;0xb3ef106b;wt5;[770, 770];0;OK
1703095430349781;1703095430349580;0x66dc345f;wt5;[770, 770];0;OK
1703095430438873;1703095430438790;0x3274c1f4;wt5;[770, 770];0;OK
1703095430550601;1703095430550085;0xe01efe40;wt5;[770, 770];0;OK
1703095430650922;1703095430650771;0xb57f22e2;wt5;[770, 770];0;OK
1703095430747197;1703095430747089;0x628a34b8;wt5;[770, 770];0;OK
1703095430858502;1703095430858178;0x32af5034;wt5;[770, 770];0;OK
1703095430944428;1703095430944263;0xc3ed879c;wt5;[770, 770];0;OK
1703095431040875;1703095431040763;0xaa81507a;wt5;[770, 770];0;OK
1703095431144242;1703095431144103;0x501666cb;wt5;[770, 770];0;OK
1703095431252002;1703095431251804;0x48b8e4da;wt5;[770, 770];0;OK
1703095431349297;1703095431349032;0xfa58dd1f;wt5;[770, 770];0;OK
1703095431443314;1703095431443156;0x9043dba4;wt5;[770, 770];0;OK
1703095431545294;1703095431545147;0x80656c99;wt5;[770, 770];0;OK
1703095431648622;1703095431648392;0xf4e37138;wt5;[770, 770];0;OK
1703095431740760;1703095431740639;0x7c90f7f1;wt5;[770, 770];0;OK
1703095431845486;1703095431845304;0x2fe5a234;wt5;[770, 770];0;OK
1703095431946226;1703095431946069;0x9497febe;wt5;[770, 770];0;OK
1703095432053034;1703095432052854;0x2995bd1a;wt5;[770, 770];0;OK
1703095432141903;1703095432141764;0xd1959bf6;wt5;[770, 770];0;OK
1703095432257227;1703095432256996;0x3ec7c40f;wt5;[770, 770];0;OK
1703095432339807;1703095432339693;0x33695344;wt5;[770, 770];0;OK
1703095432439780;1703095432439586;0xe82b5b6;wt5;[770, 770];0;OK
1703095432543194;1703095432543012;0xe6c452ae;wt5;[770, 770];0;OK
1703095432640999;1703095432640756;0xd47bc75c;wt5;[770, 770];0;OK
1703095432739506;1703095432739407;0xacca644a;wt5;[770, 770];0;OK
1703095432853212;1703095432852920;0x73438389;wt5;[770, 770];0;OK
1703095432957882;1703095432957512;0xccbef5b3;wt5;[770, 770];0;OK
1703095433053890;1703095433053725;0xf19ad79;wt5;[770, 770];0;OK
1703095433140548;1703095433140383;0x27f04236;wt5;[770, 770];0;OK
1703095433253414;1703095433252455;0xa6243d14;wt5;[770, 770];0;OK
1703095433349087;1703095433348845;0xf54e6f00;wt5;[770, 770];0;OK
1703095433446233;1703095433445904;0xe137e53;wt5;[770, 770];0;OK
1703095433539500;1703095433539376;0xfdca6778;wt5;[770, 770];0;OK
1703095433642893;1703095433642751;0x471037e;wt5;[770, 770];0;OK
1703095433743209;1703095433743067;0x468c764d;wt5;[770, 770];0;OK
1703095433852471;1703095433852367;0xc6c592fa;wt5;[770, 770];0;OK
