time;created;id;aircraft;position;vel;status
1703095424045286;1703095424044643;0xd687acf4;wt4;[0, 770];0;OK
1703095424147683;1703095424147568;0x6a63bc01;wt4;[0, 770];0;OK
1703095424241799;1703095424241690;0x3f4b2efe;wt4;[0, 770];0;OK
1703095424342867;1703095424342593;0x2bdfcf0e;wt4;[0, 770];0;OK
1703095424443097;1703095424442562;0x50dc0c82;wt4;[0, 770];0;OK
1703095424542445;1703095424542229;0x371134f2;wt4;[0, 770];0;OK
1703095424643422;1703095424642612;0x131fa3bd;wt4;[0, 770];0;OK
1703095424742358;1703095424742218;0x5a7d80ce;wt4;[0, 770];0;OK
1703095424842350;1703095424842200;0x528b52f0;wt4;[0, 770];0;OK
1703095424942651;1703095424942496;0xf533f96e;wt4;[0, 770];0;OK
1703095425046522;1703095425044780;0x4539102d;wt4;[0, 770];0;OK
1703095425142992;1703095425142893;0x17c0cccd;wt4;[0, 770];0;OK
1703095425246816;1703095425246638;0x6d416b26;wt4;[0, 770];0;OK
1703095425345628;1703095425345503;0x259c0c;wt4;[0, 770];0;OK
1703095425443210;1703095425443073;0xf333421f;wt4;[0, 770];0;OK
1703095425543600;1703095425543451;0xda6d60ef;wt4;[0, 770];0;OK
1703095425641990;1703095425641883;0x100306cd;wt4;[0, 770];0;OK
1703095425741819;1703095425741718;0xcaf96d7f;wt4;[0, 770];0;OK
1703095425843021;1703095425842910;0x54c24cbc;wt4;[0, 770];0;OK
1703095425942189;1703095425942076;0xd7fab5b8;wt4;[0, 770];0;OK
1703095426045829;1703095426045663;0x917b230a;wt4;[0, 770];0;OK
1703095426145420;1703095426145069;0xbc3ec81f;wt4;[0, 770];0;OK
1703095426243453;1703095426243347;0xeeffad50;wt4;[0, 770];0;OK
1703095426342299;1703095426342157;0x7141650a;wt4;[0, 770];0;OK
1703095426443478;1703095426443324;0xf17d5b48;wt4;[0, 770];0;OK
1703095426546283;1703095426545998;0x66f25afc;wt4;[0, 770];0;OK
1703095426646287;1703095426646027;0x8ef5980d;wt4;[0, 770];0;OK
1703095426745037;1703095426744955;0xd1af0a8b;wt4;[0, 770];0;OK
1703095426845776;1703095426845675;0xd9a16687;wt4;[0, 770];0;OK
1703095426944578;1703095426944349;0x40e31542;wt4;[0, 770];0;OK
1703095427043789;1703095427043671;0xba9727e3;wt4;[0, 770];0;OK
1703095427154813;1703095427153986;0x8c6a8203;wt4;[0, 770];0;OK
1703095427243820;1703095427243354;0xff09ff60;wt4;[0, 770];0;OK
1703095427343087;1703095427342609;0x5579ca7b;wt4;[0, 770];0;OK
1703095427443409;1703095427443131;0xa892425c;wt4;[0, 770];0;OK
1703095427543681;1703095427543523;0xedda3501;wt4;[0, 770];0;OK
1703095427660039;1703095427659693;0xfc8514b0;wt4;[0, 770];0;OK
1703095427743866;1703095427743724;0x8ce971f;wt4;[0, 770];0;OK
1703095427848255;1703095427847929;0x6451efd;wt4;[0, 770];0;OK
1703095427943551;1703095427943374;0xe36330ec;wt4;[0, 770];0;OK
1703095428042083;1703095428041953;0x8ef8ad25;wt4;[0, 770];0;OK
1703095428142829;1703095428142629;0x7753fb5c;wt4;[0, 770];0;OK
1703095428243887;1703095428243636;0x2ac840d6;wt4;[0, 770];0;OK
1703095428345849;1703095428345670;0x6acd770c;wt4;[0, 770];0;OK
1703095428443105;1703095428442932;0x2821117;wt4;[0, 770];0;OK
1703095428543888;1703095428543707;0x96d01b74;wt4;[0, 770];0;OK
1703095428645849;1703095428645727;0x1d9f83f8;wt4;[0, 770];0;OK
1703095428749629;1703095428749289;0x11579f2e;wt4;[0, 770];0;OK
1703095428842403;1703095428842284;0x722f8cfc;wt4;[0, 770];0;OK
