time;created;uav;uav_position;flying_distance;visited_wt
1703095393169105;1703095393169073;uav1;(1343.2998458413958, 1061.6784606648425);4.0892837164670315;0
1703095393266970;1703095393266954;uav1;(1343.2998458413958, 1061.6784606648425);4.0892837164670315;0
1703095393374330;1703095393374319;uav1;(1341.5605424340067, 1062.7533485592228);6.133925574700547;0
1703095393465868;1703095393465856;uav1;(1341.5605424340067, 1062.7533485592228);6.133925574700547;0
1703095393578081;1703095393578047;uav1;(1339.8212390266176, 1063.828236453603);8.178567432934063;0
1703095393674796;1703095393674763;uav1;(1339.8212390266176, 1063.828236453603);8.178567432934063;0
1703095393767438;1703095393767426;uav1;(1338.0819356192285, 1064.9031243479833);10.223209291167578;0
1703095393875597;1703095393875576;uav1;(1338.0819356192285, 1064.9031243479833);10.223209291167578;0
1703095393970410;1703095393970389;uav1;(1336.3426322118394, 1065.9780122423635);12.267851149401093;0
1703095394066119;1703095394066106;uav1;(1336.3426322118394, 1065.9780122423635);12.267851149401093;0
1703095394168605;1703095394168588;uav1;(1334.6033288044503, 1067.0529001367438);14.312493007634608;0
1703095394269179;1703095394269164;uav1;(1334.6033288044503, 1067.0529001367438);14.312493007634608;0
1703095394369115;1703095394369101;uav1;(1332.8640253970611, 1068.127788031124);16.357134865868122;0
1703095394470006;1703095394469991;uav1;(1332.8640253970611, 1068.127788031124);16.357134865868122;0
1703095394571049;1703095394571013;uav1;(1331.124721989672, 1069.2026759255043);18.401776724101637;0
1703095394675324;1703095394675228;uav1;(1331.124721989672, 1069.2026759255043);18.401776724101637;0
1703095394776011;1703095394775977;uav1;(1329.385418582283, 1070.2775638198846);20.446418582335152;0
1703095394871980;1703095394871964;uav1;(1329.385418582283, 1070.2775638198846);20.446418582335152;0
1703095394973124;1703095394973100;uav1;(1327.6461151748938, 1071.3524517142648);22.491060440568667;0
1703095395068342;1703095395068289;uav1;(1327.6461151748938, 1071.3524517142648);22.491060440568667;0
1703095395170182;1703095395170137;uav1;(1325.9068117675047, 1072.427339608645);24.535702298802182;0
1703095395268754;1703095395268736;uav1;(1325.9068117675047, 1072.427339608645);24.535702298802182;0
1703095395367969;1703095395367952;uav1;(1325.9068117675047, 1072.427339608645);24.535702298802182;0
1703095395467686;1703095395467630;uav1;(1324.1675083601156, 1073.5022275030253);26.580344157035697;0
1703095395567150;1703095395567125;uav1;(1324.1675083601156, 1073.5022275030253);26.580344157035697;0
1703095395668889;1703095395668847;uav1;(1322.4282049527264, 1074.5771153974056);28.62498601526921;0
1703095395766970;1703095395766951;uav1;(1322.4282049527264, 1074.5771153974056);28.62498601526921;0
1703095395870132;1703095395870108;uav1;(1320.6889015453373, 1075.6520032917858);30.669627873502726;0
1703095395969463;1703095395969438;uav1;(1320.6889015453373, 1075.6520032917858);30.669627873502726;0
