time;created;id;aircraft;position;vel;status
1703095423391851;1703095423391695;0x3dc70c74;wt3;[1540, 0];0;OK
1703095423492381;1703095423492274;0xc2ebcd91;wt3;[1540, 0];0;OK
1703095423593071;1703095423592607;0xb8117431;wt3;[1540, 0];0;OK
1703095423691158;1703095423691055;0xc45c1049;wt3;[1540, 0];0;OK
1703095423790909;1703095423790813;0x2f4a75d4;wt3;[1540, 0];0;OK
1703095423890922;1703095423890828;0xebb45d03;wt3;[1540, 0];0;OK
1703095423990676;1703095423990583;0xece4a8d3;wt3;[1540, 0];0;OK
1703095424093943;1703095424093735;0xe3e8a2f5;wt3;[1540, 0];0;OK
1703095424202206;1703095424202032;0xfbd1f852;wt3;[1540, 0];0;OK
1703095424309771;1703095424309302;0x97861d86;wt3;[1540, 0];0;OK
1703095424393599;1703095424393401;0x223f39e0;wt3;[1540, 0];0;OK
1703095424492925;1703095424492740;0x85875cf;wt3;[1540, 0];0;OK
1703095424594972;1703095424594787;0xd83d873f;wt3;[1540, 0];0;OK
1703095424693841;1703095424693676;0x58187720;wt3;[1540, 0];0;OK
1703095424792419;1703095424792165;0xb67964ae;wt3;[1540, 0];0;OK
1703095424893198;1703095424893045;0xcc700b4b;wt3;[1540, 0];0;OK
1703095424993647;1703095424993449;0x6cf8c7c8;wt3;[1540, 0];0;OK
1703095425092972;1703095425092860;0x5bba3c1c;wt3;[1540, 0];0;OK
1703095425193599;1703095425193385;0xf2398534;wt3;[1540, 0];0;OK
1703095425293456;1703095425293300;0x2b598bda;wt3;[1540, 0];0;OK
1703095425392946;1703095425392833;0x83e972eb;wt3;[1540, 0];0;OK
1703095425492085;1703095425491861;0x7573ff25;wt3;[1540, 0];0;OK
1703095425591623;1703095425591515;0x248f5c79;wt3;[1540, 0];0;OK
1703095425692706;1703095425692591;0xb6579516;wt3;[1540, 0];0;OK
1703095425805550;1703095425805353;0x4f9dc8c7;wt3;[1540, 0];0;OK
1703095425903138;1703095425903042;0x8d3677c;wt3;[1540, 0];0;OK
1703095425994459;1703095425994262;0xd2b68b5e;wt3;[1540, 0];0;OK
1703095426110104;1703095426109881;0xb098e5f7;wt3;[1540, 0];0;OK
1703095426192480;1703095426192357;0x57f2c3dc;wt3;[1540, 0];0;OK
1703095426295828;1703095426295747;0x605850cb;wt3;[1540, 0];0;OK
1703095426397164;1703095426396988;0xc8537f2d;wt3;[1540, 0];0;OK
1703095426492881;1703095426492689;0x933facbf;wt3;[1540, 0];0;OK
1703095426593824;1703095426593387;0x48edb865;wt3;[1540, 0];0;OK
1703095426693588;1703095426693374;0x4f3d5db9;wt3;[1540, 0];0;OK
1703095426818718;1703095426818355;0x99e785ce;wt3;[1540, 0];0;OK
1703095426905583;1703095426905480;0xdd4e6e71;wt3;[1540, 0];0;OK
1703095427007086;1703095427006746;0xd0019668;wt3;[1540, 0];0;OK
1703095427117342;1703095427115982;0xd18b6a1e;wt3;[1540, 0];0;OK
1703095427194800;1703095427194641;0x4824a734;wt3;[1540, 0];0;OK
1703095427299559;1703095427299381;0x9bb672d4;wt3;[1540, 0];0;OK
