time;created;uav;uav_position;flying_distance;visited_wt
1703095448269318;1703095448269282;uav2;(342.41369218766465, 534.5564577169604);536.4219168954271;0
1703095448348507;1703095448348493;uav2;(342.41369218766465, 534.5564577169604);536.4219168954271;0
1703095448443882;1703095448443862;uav2;(340.40666873989016, 534.6471360472377);538.4309877452228;0
1703095448538677;1703095448538647;uav2;(340.40666873989016, 534.6471360472377);538.4309877452228;0
1703095448643556;1703095448643521;uav2;(338.3996452921157, 534.7378143775151);540.4400585950184;0
1703095448737413;1703095448737401;uav2;(338.3996452921157, 534.7378143775151);540.4400585950184;0
1703095448838699;1703095448838679;uav2;(336.3926218443412, 534.8284927077924);542.449129444814;0
1703095448937383;1703095448937371;uav2;(336.3926218443412, 534.8284927077924);542.449129444814;0
1703095449037388;1703095449037373;uav2;(334.3855983965667, 534.9191710380697);544.4582002946097;0
1703095449141391;1703095449141374;uav2;(334.3855983965667, 534.9191710380697);544.4582002946097;0
1703095449238603;1703095449238582;uav2;(332.3785749487922, 535.0098493683471);546.4672711444053;0
1703095449343154;1703095449343133;uav2;(332.3785749487922, 535.0098493683471);546.4672711444053;0
1703095449442948;1703095449442931;uav2;(330.37155150101773, 535.1005276986244);548.476341994201;0
1703095449554655;1703095449554604;uav2;(330.37155150101773, 535.1005276986244);548.476341994201;0
1703095449645494;1703095449645463;uav2;(328.36452805324325, 535.1912060289018);550.4854128439966;0
1703095449738284;1703095449738261;uav2;(328.36452805324325, 535.1912060289018);550.4854128439966;0
1703095449841706;1703095449841661;uav2;(326.35750460546876, 535.2818843591791);552.4944836937923;0
1703095449937104;1703095449937093;uav2;(326.35750460546876, 535.2818843591791);552.4944836937923;0
1703095450037022;1703095450037009;uav2;(324.3504811576943, 535.3725626894565);554.5035545435879;0
1703095450141250;1703095450141234;uav2;(324.3504811576943, 535.3725626894565);554.5035545435879;0
1703095450257409;1703095450257386;uav2;(322.3434577099198, 535.4632410197338);556.5126253933836;0
1703095450339562;1703095450339545;uav2;(322.3434577099198, 535.4632410197338);556.5126253933836;0
1703095450439276;1703095450439260;uav2;(322.3434577099198, 535.4632410197338);556.5126253933836;0
1703095450545376;1703095450545335;uav2;(320.3364342621453, 535.5539193500111);558.5216962431792;0
