time;created;id;aircraft;position;vel;status
1703095423777656;1703095423777523;0xb29609ce;wt1;[0, 0];0;OK
1703095423875432;1703095423875277;0x45a3ccd2;wt1;[0, 0];0;OK
1703095423974681;1703095423974571;0xee814feb;wt1;[0, 0];0;OK
1703095424077992;1703095424076593;0xe6a46cd9;wt1;[0, 0];0;OK
1703095424178852;1703095424178732;0x55861e95;wt1;[0, 0];0;OK
1703095424278139;1703095424277439;0x3519af84;wt1;[0, 0];0;OK
1703095424375211;1703095424375098;0x32de22fd;wt1;[0, 0];0;OK
1703095424474906;1703095424474770;0x5aa912fc;wt1;[0, 0];0;OK
1703095424592733;1703095424592204;0xa356871;wt1;[0, 0];0;OK
1703095424682975;1703095424682786;0x4fe0724e;wt1;[0, 0];0;OK
1703095424783198;1703095424782913;0x2885d7e9;wt1;[0, 0];0;OK
1703095424879742;1703095424879559;0x3fbd57ed;wt1;[0, 0];0;OK
1703095424978659;1703095424978365;0x2374db19;wt1;[0, 0];0;OK
1703095425075707;1703095425075504;0x387c88b0;wt1;[0, 0];0;OK
1703095425176747;1703095425176558;0x39522664;wt1;[0, 0];0;OK
1703095425276442;1703095425276210;0xd2e7e6d8;wt1;[0, 0];0;OK
1703095425375080;1703095425374934;0xad59e761;wt1;[0, 0];0;OK
1703095425475610;1703095425475439;0xc9b17cca;wt1;[0, 0];0;OK
1703095425579374;1703095425579212;0x42dad39c;wt1;[0, 0];0;OK
1703095425676074;1703095425675996;0x7a1a3ad5;wt1;[0, 0];0;OK
1703095425790410;1703095425790218;0xed8388b3;wt1;[0, 0];0;OK
1703095425877035;1703095425876902;0xc1869b3f;wt1;[0, 0];0;OK
1703095425978374;1703095425978229;0x56cc54e6;wt1;[0, 0];0;OK
1703095426078932;1703095426078763;0xf5167ab0;wt1;[0, 0];0;OK
1703095426177835;1703095426177712;0x4a250a10;wt1;[0, 0];0;OK
1703095426278256;1703095426278132;0x5463220;wt1;[0, 0];0;OK
1703095426375453;1703095426375291;0x5b7120aa;wt1;[0, 0];0;OK
1703095426479226;1703095426479071;0x3d7ed2;wt1;[0, 0];0;OK
1703095426576291;1703095426576005;0x3fef184c;wt1;[0, 0];0;OK
1703095426685428;1703095426685251;0x836b233b;wt1;[0, 0];0;OK
1703095426775734;1703095426775628;0xbc61df2f;wt1;[0, 0];0;OK
1703095426875294;1703095426875217;0x3184f1c2;wt1;[0, 0];0;OK
1703095427008202;1703095427007737;0x2f2019c4;wt1;[0, 0];0;OK
1703095427084007;1703095427082932;0x25c5444e;wt1;[0, 0];0;OK
1703095427191342;1703095427191162;0x6b30a95a;wt1;[0, 0];0;OK
1703095427276815;1703095427276633;0xe229573;wt1;[0, 0];0;OK
1703095427376286;1703095427376093;0x66e14e37;wt1;[0, 0];0;OK
1703095427490853;1703095427490546;0xde0f4a6c;wt1;[0, 0];0;OK
1703095427580393;1703095427580230;0xa5e3f1c;wt1;[0, 0];0;OK
1703095427677739;1703095427677403;0x88156862;wt1;[0, 0];0;OK
